school,sex,age,address,famsize,pstatus,medu,fedu,mjob,fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,dalc,walc,health,absences,g1,g2,g3,source_file
gp,f,15.0,u,GT3,T,2,1,services,other,course,father,3,3.0,0.0,no,yes,no,yes,yes,yes,yes,no,5,2,2,1,1,4,0.0,10.0,12.0,13.0,student-por-dirty.csv
gp,m,15.0,u,LE3,T,4,4,health,services,course,father,1,1.0,0.0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,3,5,0.0,12.0,13.0,12.0,student-por-dirty.csv
gp,m,15.0,u,GT3,T,4,3,teacher,other,course,mother,2,2.0,0.0,no,yes,no,no,yes,yes,yes,no,5,4,3,1,2,3,0.0,12.0,12.0,13.0,student-por-dirty.csv
gp,m,15.0,u,GT3,A,2,2,other,other,home,other,1,3.0,0.0,no,yes,no,no,yes,yes,y,yes,4,5,2,1,1,3,0.0,14.0,14.0,15.0,student-por-dirty.csv
gp,f,16.0,u,GT3,T,4,4,health,other,home,mother,1,1.0,0.0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,2,2,6.0,17.0,17.0,17.0,student-por-dirty.csv
gp,f,16.0,urban,GT3,T,4,4,services,services,reputation,mother,1,3.0,0.0,no,yes,no,yes,yes,yes,yes,no,3,2,3,1,2,2,10.0,13.0,13.0,14.0,student-por-dirty.csv
gp,f,16.0,u,GT3,T,3,3,other,other,reputation,mother,3,2.0,0.0,yes,yes,no,yes,yes,yes,no,no,5,3,2,1,1,4,2.0,13.0,14.0,14.0,student-por-dirty.csv
gp,m,17.0,u,GT3,T,3,2,services,services,course,mother,1,1.0,3.0,no,yes,yes,yes,yes,yes,yes,no,5,5,5,2,4,5,2.0,8.0,8.0,7.0,student-por-dirty.csv
gp,m,16.0,u,LE3,T,4,3,health,other,home,dad,1,1.0,0.0,no,no,no,yes,yes,yes,yes,no,3,1,3,1,3,5,6.0,12.0,12.0,12.0,student-por-dirty.csv
gp,m,15.0,u,GT3,T,4,3,teacher,other,reputation,mother,1,2.0,0.0,no,no,no,no,yes,yes,yes,no,4,4,1,1,1,1,0.0,12.0,13.0,14.0,student-por-dirty.csv
gp,m,15.0,u,GT3,T,4,4,health,health,other,father,1,1.0,0.0,no,yes,yes,no,yes,yes,yes,no,5,4,2,1,1,5,0.0,11.0,12.0,12.0,student-por-dirty.csv
gp,m,16.0,u,LE3,T,4,2,teacher,other,course,mother,1,2.0,0.0,no,no,no,yes,yes,yes,yes,no,4,5,1,1,3,5,0.0,12.0,13.0,14.0,student-por-dirty.csv
gp,m,16.0,u,LE3,T,2,2,other,other,reputation,mother,2,2.0,0.0,no,yes,no,yes,yes,y,yes,no,5,4,4,2,4,5,2.0,10.0,10.0,10.0,student-por-dirty.csv
gp,f,15.0,r,GT3,T,2,4,services,health,course,mother,1,3.0,0.0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,5,2.0,10.0,11.0,10.0,student-por-dirty.csv
gp,f,16.0,nan,GT3,T,2,2,services,services,home,mother,1,1.0,0.0,no,yes,no,no,no,yes,yes,no,1,2,2,1,3,5,6.0,10.0,11.0,12.0,student-por-dirty.csv
gp,m,15.0,u,GT3,T,2,2,other,other,home,mother,1,1.0,0.0,no,yes,no,no,yes,yes,yes,no,4,2,2,1,2,5,8.0,11.0,12.0,12.0,student-por-dirty.csv
gp,m,15.0,u,GT3,T,4,2,health,services,other,mother,1,1.0,0.0,no,no,no,no,yes,yes,yes,no,2,2,4,2,4,1,0.0,11.0,11.0,11.0,student-por-dirty.csv
gp,m,16.0,u,LE3,A,3,4,services,other,home,mother,1,2.0,0.0,yes,yes,yes,yes,yes,yes,yes,no,5,3,3,1,1,5,2.0,12.0,12.0,13.0,student-por-dirty.csv
gp,m,16.0,u,GT3,T,4,4,teacher,teacher,home, mother ,1,2.0,0.0,no,yes,yes,yes,yes,yes,yes,yes,4,4,5,5,5,5,4.0,12.0,11.0,12.0,student-por-dirty.csv
gp,m,15.0,nan,GT3,T,4,4,health,services,home,mother,1,2.0,0.0,no,yes,yes,no,no,yes,yes,no,5,4,2,3,4,5,0.0,10.0,11.0,11.0,student-por-dirty.csv
gp,m,15.0,u,GT3,T,4,4,services,services,reputation,mother,2,2.0,0.0,no,yes,no,yes,yes,yes,nan,no,4,3,1,1,1,5,2.0,15.0,15.0,15.0,student-por-dirty.csv
gp,m,15.0,r,GT3,T,4,3,teacher,at_home,course,mother,1,2.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4,5,2,1,1,5,0.0,13.0,14.0,15.0,student-por-dirty.csv
gp,m,15.0,u,LE3,T,3,3,other,other,course,mother,1,2.0,0.0,no,no,no,yes,no,yes,yes,no,5,3,2,1,1,2,0.0,13.0,12.0,12.0,student-por-dirty.csv
gp,m,16.0,u,GT3,T,3,2,other,other,home,mother,1,1.0,0.0,no,yes,no,no,no,yes,yes,no,5,4,3,1,1,5,4.0,12.0,12.0,12.0,student-por-dirty.csv
gp,f,15.0,u,GT3,T,2,3,other,other,other,father,2,1.0,0.0,no,yes,no,yes,yes,yes,no,no,3,5,1,1,1,5,4.0,11.0,11.0,11.0,student-por-dirty.csv
gp,m,15.0,u,LE3,T,4,3,teacher,services,home,mother,1,3.0,0.0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,1,4,0.0,14.0,14.0,14.0,student-por-dirty.csv
gp,m,16.0,r,GT3,A,4,4,other,teacher,reputation,mother,2,3.0,0.0,no,yes,no,yes,yes,yes,yes,yes,2,4,3,1,1,5,4.0,13.0,13.0,13.0,student-por-dirty.csv
nan,f,15.0,r,GT3,T,3,4,services,health,course,mother,1,3.0,0.0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,5,2.0,11.0,12.0,12.0,student-por-dirty.csv
gp,f,15.0,r,GT3,T,2,2,at_home,other,reputation,mother,1,1.0,0.0,yes,yes,no,yes,yes,yes,no,no,4,3,1,1,1,2,8.0,14.0,13.0,12.0,student-por-dirty.csv
gp,f,16.0,u,LE3,T,2,2,other,other,home,mother,2,2.0,0.0,no,yes,no,yes,no,yes,yes,yes,3,3,3,1,2,3,16.0,11.0,11.0,10.0,student-por-dirty.csv
gp,m,15.0,u,LE3,T,4,4,teacher,other,home,other,1,1.0,0.0,no,yes,no,no,no,yes,nan,yes,5,4,3,2,4,5,8.0,10.0,11.0,11.0,student-por-dirty.csv
gp,m,15.0,u,GT3,T,4,4,services,teacher,course,father,1,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,5,0.0,14.0,15.0,15.0,student-por-dirty.csv
gp,m,15.0,u,GT3,T,2,2,services,services,course,father,1,1.0,0.0,yes,yes,no,no,yes,yes,yes,no,5,4,1,1,1,1,0.0,9.0,10.0,10.0,student-por-dirty.csv
gp,f,16.0,u,LE3,T,2,2,other,at_home,course,father,2,2.0,1.0,yes,no,no,yes,yes,yes,yes,no,4,3,3,2,2,5,14.0,10.0,11.0,11.0,student-por-dirty.csv
gp,f,15.0,u,LE3,A,4,3,other,other,course,mother,1,2.0,0.0,yes,yes,yes,yes,yes,yes,yes,yes,5,2,2,1,1,5,4.0,10.0,11.0,11.0,student-por-dirty.csv
gp,female,16.0,u,LE3,A,3,3,other,services,home,mother,1,2.0,0.0,no,yes,no,no,yes,yes,yes,no,2,3,5,1,4,3,6.0,13.0,12.0,13.0,student-por-dirty.csv
gp,m,16.0,u,GT3,T,4,3,health,services,reputation,mother,1,4.0,0.0,no,no,no,yes,yes,yes,yes,no,4,2,2,1,1,2,2.0,17.0,17.0,17.0,student-por-dirty.csv
gp,m,15.0,u,GT3,T,4,2,teacher,other,home,mother,1,2.0,0.0,no,yes,no,no,yes,yes,no,no,4,3,3,2,2,5,4.0,11.0,12.0,13.0,student-por-dirty.csv
gp,f,15.0,u,GT3,T,4,4,services,teacher,other,father,1,2.0,0.0,yes,yes,no,yes,no,yes,yes,no,4,4,4,1,1,3,2.0,13.0,12.0,12.0,student-por-dirty.csv
gp,f,16.0,u,LE3,T,2,2,services,services,course,mother,3,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4,3,3,2,3,4,0.0,14.0,13.0,13.0,student-por-dirty.csv
gp,f,15.0,urban,LE3,T,4,2,health,other,other,Mother,1,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,5,0.0,16.0,14.0,16.0,student-por-dirty.csv
gp,m,15.0,u,LE3,A,4,2,other,health,other,father,2,1.0,0.0,no,no,no,no,yes,yes,no,no,5,5,5,3,4,5,4.0,10.0,9.0,9.0,student-por-dirty.csv
gp,f,15.0,u,GT3,T,4,4,services,services,course,mother,1,1.0,0.0,yes,yes,no,no,yes,yes,yes,no,3,3,4,2,3,5,0.0,13.0,12.0,12.0,student-por-dirty.csv
gp,f,15.0,u,LE3,A,3,3,other,other,other,mother,1,1.0,0.0,no,no,no,no,yes,yes,yes,no,5,3,4,4,4,1,0.0,13.0,12.0,13.0,student-por-dirty.csv
gp,f,16.0,u,GT3,A,2,1,other,other,other,mother,1,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,5,3,4,1,1,2,2.0,12.0,13.0,12.0,student-por-dirty.csv
gp,f,15.0,u,GT3,A,4,3,services,services,reputation,mother,1,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,1,0.0,15.0,14.0,15.0,student-por-dirty.csv
gp,m,15.0,u,GT3,T,4,4,teacher,health,reputation,mother,1,2.0,0.0,no,yes,no,yes,yes,yes,no,no,3,2,2,1,1,5,8.0,15.0,15.0,16.0,student-por-dirty.csv
gp,m,15.0,u,LE3,T,1,2,other,at_home,home,father,1,2.0,0.0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,5,0.0,14.0,13.0,14.0,student-por-dirty.csv
gp,f,16.0,u,GT3,T,4,2,services,other,course,mother,1,2.0,0.0,no,yes,yes,no,yes,yes,yes,no,4,2,3,1,1,5,2.0,16.0,15.0,16.0,student-por-dirty.csv
gp,f,16.0,r,GT3,T,4,4,health,teacher,other,mother,1,2.0,0.0,no,yes,no,yes,yes,yes,no,no,2,4,4,2,3,4,0.0,17.0,16.0,16.0,student-por-dirty.csv
gp,f,16.0,u,GT3,T,1,1,services,services,course,father,4,1.0,0.0,yes,yes,no,yes,no,yes,yes,yes,5,5,5,5,5,5,0.0,10.0,10.0,16.0,student-por-dirty.csv
gp,f,16.0,u,LE3,T,1,2,other,services,reputation,father,1,2.0,0.0,yes,no,no,yes,yes,yes,yes,no,4,4,3,1,1,1,0.0,13.0,13.0,10.0,student-por-dirty.csv
gp,f,16.0,u,GT3,T,4,3,teacher,health,home,mother,1,3.0,0.0,yes,yes,no,yes,yes,yes,yes,no,3,4,4,2,4,4,0.0,14.0,13.0,13.0,student-por-dirty.csv
gp,f,15.0,u,LE3,T,4,3,services,services,reputation,father,1,2.0,0.0,yes,no,no,yes,yes,yes,yes,yes,4,4,4,2,4,2,0.0,13.0,12.0,12.0,student-por-dirty.csv
gp,f,16.0,u,LE3,T,4,3,teacher,services,course,mother,3,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,2,1,2.0,16.0,15.0,16.0,student-por-dirty.csv
gp,m,15.0,u,GT3,A,4,4,other,services,reputation,mother,1,4.0,0.0,no,yes,no,yes,no,yes,yes,yes,1,3,3,5,5,3,0.0,11.0,12.0,12.0,student-por-dirty.csv
gp,f,16.0,u,GT3,T,3,1,services,other,course,mother,1,4.0,0.0,yes,yes,no,no,yes,yes,yes,no,4,3,3,1,2,5,0.0,10.0,9.0,10.0,student-por-dirty.csv
gp,f,15.0,r,LE3,T,2,2,health,services,reputation,mother,2,2.0,0.0,yes,yes,no,no,yes,yes,yes,no,4,1,3,1,3,4,0.0,11.0,10.0,11.0,student-por-dirty.csv
gp,f,15.0,r,LE3,T,3,1,other,other,reputation,father,2,4.0,0.0,no,yes,no,no,no,yes,yes,no,4,4,2,2,3,3,6.0,15.0,15.0,15.0,student-por-dirty.csv
gp,m,16.0,u,GT3,T,3,1,other,other,reputation,father,2,4.0,0.0,no,yes,no,no,yes,yes,yes,no,4,3,2,1,1,5,2.0,13.0,11.0,11.0,student-por-dirty.csv
gp,m,15.0,u,GT3,T,4,2,other,other,course,mother,1,4.0,0.0,no,no,no,no,yes,yes,yes,no,3,3,3,1,1,3,0.0,11.0,9.0,10.0,student-por-dirty.csv
gp,f,15.0,r,GT3,T,1,1,other,other,reputation,mother,1,2.0,0.0,yes,yes,no,no,no,yes,yes,yes,3,3,4,2,4,5,2.0,13.0,11.0,11.0,student-por-dirty.csv
gp,m,16.0,u,GT3,T,3,1,other,other,reputation,mother,1,1.0,0.0,no,no,no,yes,yes,yes,no,no,5,3,2,2,2,5,0.0,13.0,13.0,14.0,student-por-dirty.csv
gp,f,16.0,u,GT3,T,3,3,other,services,home,mother,1,2.0,0.0,yes,yes,no,yes,yes,yes,yes,no,4,3,3,2,4,5,4.0,11.0,11.0,11.0,student-por-dirty.csv
gp,m,15.0,nan,GT3,T,4,3,teacher,other,home,mother,1,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,3,5,0.0,11.0,11.0,11.0,student-por-dirty.csv
gp,m,15.0,u,GT3,T,4,0,teacher,other,course,mother,2,4.0,0.0,no,no,no,yes,yes,yes,yes,no,3,4,3,1,1,1,0.0,12.0,11.0,11.0,student-por-dirty.csv
gp,f,16.0,u,GT3,T,2,2,other,other,reputation,mother,1,4.0,0.0,no,no,no,no,yes,yes,yes,yes,5,2,3,1,3,3,1.0,13.0,13.0,13.0,student-por-dirty.csv
gp,m,17.0,u,GT3,T,2,1,other,other,home,mother,2,1.0,3.0,yes,yes,no,yes,yes,no,yes,no,4,5,1,1,1,3,0.0,9.0,9.0,10.0,student-por-dirty.csv
gp,f,16.0,u,GT3,T,3,4,at_home,other,course,mother,1,2.0,0.0,no,yes,no,no,yes,yes,yes,no,2,4,3,1,2,3,14.0,12.0,11.0,11.0,student-por-dirty.csv
gp,m,15.0,u,GT3,T,2,3,other,services,course,father,1,1.0,0.0,yes,yes,no,yes,no,yes,yes,yes,3,2,2,1,3,3,0.0,11.0,11.0,12.0,student-por-dirty.csv
gp,m,15.0,u,GT3,T,2,3,other,other,home,mother,1,3.0,0.0,yes,no,no,no,no,yes,yes,no,5,3,2,1,2,5,2.0,10.0,9.0,9.0,student-por-dirty.csv
gp,f,15.0,u,LE3,T,3,2,services,other,reputation,mother,1,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,1,5,4.0,12.0,11.0,11.0,student-por-dirty.csv
gp,m,15.0,u,LE3,T,2,2,services,services,home,mother,2,2.0,0.0,no,no,yes,yes,yes,yes,yes,no,5,3,3,1,3,4,2.0,13.0,12.0,13.0,student-por-dirty.csv
gp,f,15.0,u,GT3,T,1,1,other,other,home,father,1,2.0,0.0,no,yes,no,yes,no,yes,yes,no,4,3,2,2,3,4,2.0,13.0,12.0,12.0,student-por-dirty.csv
gp,f,15.0,u,GT3,T,4,4,services,services,reputation,father,2,2.0,0.0,no,no,no,no,yes,yes,yes,yes,4,4,4,2,3,5,4.0,12.0,11.0,12.0,student-por-dirty.csv
gp,f,16.0,u,LE3,T,2,2,at_home,other,course,mother,1,2.0,0.0,no,yes,no,no,yes,yes,no,no,4,3,4,1,2,2,6.0,13.0,11.0,11.0,student-por-dirty.csv
gp,f,15.0,u,GT3,T,4,2,other,other,course,mother,1,3.0,0.0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,3,1,4.0,15.0,15.0,15.0,student-por-dirty.csv
gp,male,16.0,u,GT3,T,2,2,services,other,reputation,father,2,2.0,0.0,no,no,no,yes,no,yes,yes,no,4,4,2,1,1,3,6.0,12.0,10.0,11.0,student-por-dirty.csv
gp,m,16.0,u,LE3,A,4,4,teacher,health,reputation,mother,1,2.0,0.0,no,yes,no,no,yes,yes,no,no,4,1,3,3,5,5,6.0,9.0,9.0,10.0,student-por-dirty.csv
gp,f,16.0,u,GT3,T,3,3,other,other,home,mother,1,3.0,0.0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,4,2.0,9.0,11.0,11.0,student-por-dirty.csv
gp,f,15.0,u,GT3,T,4,3,services,other,reputation,mother,1,1.0,0.0,no,no,no,yes,yes,yes,yes,no,4,5,5,1,3,1,6.0,14.0,13.0,13.0,student-por-dirty.csv
gp,f,16.0,u,LE3,T,3,1,other,other,home,father,1,2.0,0.0,yes,yes,no,no,yes,yes,no,no,3,3,3,2,3,2,0.0,12.0,13.0,12.0,student-por-dirty.csv
gp,f,16.0,u,GT3,T,4,2,teacher,services,home, mother ,2,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,1,2.0,13.0,14.0,14.0,student-por-dirty.csv
gp,m,15.0,u,LE3,T,2,2,services,health,reputation,mother,1,4.0,0.0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,1,4,2.0,11.0,12.0,12.0,student-por-dirty.csv
gp,f,15.0,r,GT3,T,1,1,at_home,other,home,Mother,2,4.0,0.0,yes,yes,yes,yes,yes,yes,yes,no,3,1,2,1,1,1,4.0,13.0,13.0,13.0,student-por-dirty.csv
gp,m,16.0,r,GT3,T,4,3,services,other,reputation,mother,2,1.0,0.0,yes,yes,yes,yes,no,yes,yes,no,3,3,3,1,1,4,6.0,9.0,11.0,11.0,student-por-dirty.csv
gp,f,16.0,u,GT3,T,2,1,other,other,course,mother,1,2.0,0.0,no,yes,no,no,yes,yes,no,yes,4,3,5,1,1,5,0.0,13.0,12.0,12.0,student-por-dirty.csv
gp,f,16.0,u,GT3,T,4,4,other,other,course,mother,1,1.0,0.0,no,no,no,yes,no,yes,yes,no,5,3,4,1,2,1,4.0,12.0,13.0,13.0,student-por-dirty.csv
gp,f,16.0,u,GT3,T,4,3,other,at_home,course,mother,1,3.0,0.0,yes,yes,no,no,yes,yes,yes,no,5,3,5,1,1,3,2.0,12.0,13.0,13.0,student-por-dirty.csv
gp,m,16.0,u,GT3,T,4,4,other,services,other,mother,1,1.0,0.0,yes,yes,no,yes,yes,yes,yes,no,4,5,5,5,5,4,12.0,9.0,9.0,8.0,student-por-dirty.csv
gp,m,16.0,u,GT3,T,4,4,services,teacher,other,father,1,3.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,1,4,0.0,16.0,16.0,16.0,student-por-dirty.csv
gp,m,15.0,u,GT3,T,4,4,services,other,course,mother,1,1.0,0.0,no,yes,yes,yes,no,yes,yes,no,5,3,3,1,1,5,2.0,12.0,13.0,12.0,student-por-dirty.csv
gp,f,15.0,u,GT3,T,3,2,services,other,home,mother,2,2.0,0.0,yes,yes,no,no,yes,yes,yes,no,4,3,5,1,1,2,16.0,11.0,10.0,10.0,student-por-dirty.csv
gp,m,15.0,nan,GT3,A,3,4,services,other,course,mother,1,2.0,0.0,no,yes,no,yes,yes,y,yes,no,5,4,4,1,1,1,0.0,16.0,16.0,16.0,student-por-dirty.csv
gp,f,15.0,u,GT3,A,3,3,other,health,reputation,mother,1,4.0,0.0,yes,no,no,no,yes,yes,no,no,4,3,3,1,1,4,10.0,10.0,10.0,10.0,student-por-dirty.csv
gp,f,15.0,u,GT3,T,2,2,other,other,course,mother,1,4.0,0.0,yes,yes,no,no,yes,yes,yes,no,5,1,2,1,1,3,4.0,10.0,10.0,10.0,student-por-dirty.csv
gabriel pereira,m,16.0,u,GT3,T,3,3,services,other,home,father,1,3.0,0.0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,4.0,13.0,14.0,14.0,student-por-dirty.csv
gp,m,15.0,r,GT3,T,4,4,other,other,home,father,4,4.0,0.0,no,yes,no,yes,yes,yes,yes,yes,1,3,5,3,5,1,8.0,12.0,10.0,11.0,student-por-dirty.csv
gp,f,16.0,u,LE3,T,4,4,health,health,other,mother,1,3.0,0.0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,1,1,4,2.0,15.0,15.0,14.0,student-por-dirty.csv
gp,m,15.0,u,LE3,A,4,4,teacher,teacher,course,mother,1,1.0,0.0,no,no,no,yes,yes,yes,yes,no,5,5,3,1,1,4,4.0,13.0,14.0,14.0,student-por-dirty.csv
gp,f,16.0,r,GT3,T,3,3,services,other,reputation,father,1,3.0,0.0,yes,yes,no,yes,yes,yes,y,no,4,1,2,1,1,2,4.0,11.0,11.0,11.0,student-por-dirty.csv
gp,f,16.0,u,GT3,T,2,2,at_home,other,home,mother,1,2.0,1.0,yes,no,no,yes,yes,yes,nan,no,3,1,2,1,1,5,12.0,8.0,10.0,10.0,student-por-dirty.csv
gp,m,15.0,u,LE3,T,4,2,teacher,other,course,mother,1,1.0,0.0,no,no,no,no,yes,yes,yes,no,3,5,2,1,1,3,10.0,18.0,17.0,18.0,student-por-dirty.csv
gp,m,15.0,r,GT3,T,2,1,health,services,reputation,mother,1,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,5,4,2,1,1,5,4.0,10.0,9.0,10.0,student-por-dirty.csv
gp,m,16.0,u,GT3,T,4,4,teacher,teacher,course,father,1,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,2,5,6.0,16.0,14.0,14.0,student-por-dirty.csv
gp,m,15.0,u,GT3,T,4,4,other,teacher,reputation,father,2,2.0,0.0,no,yes,no,yes,yes,yes,no,no,4,4,3,1,1,2,4.0,16.0,15.0,16.0,student-por-dirty.csv
gp,m,16.0,u,GT3,T,3,3,other,services,home,father,2,1.0,0.0,no,no,no,yes,yes,yes,yes,no,5,4,2,1,1,5,6.0,14.0,14.0,15.0,student-por-dirty.csv
gp,m,17.0,r,GT3,T,1,3,other,other,course,father,3,2.0,1.0,no,yes,no,yes,yes,yes,yes,no,5,2,4,1,4,5,14.0,12.0,11.0,11.0,student-por-dirty.csv
gp,m,15.0,u,GT3,T,3,4,other,other,reputation,father,1,1.0,0.0,no,no,no,no,yes,yes,yes,no,3,4,3,1,2,4,2.0,14.0,13.0,14.0,student-por-dirty.csv
gp,f,15.0,u,GT3,T,1,2,at_home,services,course,mother,1,2.0,0.0,no,no,no,no,no,yes,yes,no,3,2,3,1,2,1,0.0,14.0,14.0,14.0,student-por-dirty.csv
gp,m,15.0,u,GT3,T,2,2,services,services,home,father,1,4.0,0.0,no,yes,no,yes,yes,nan,yes,no,5,5,4,1,2,5,6.0,14.0,13.0,13.0,student-por-dirty.csv
gp,f,16.0,u,LE3,T,2,4,other,health,course,father,2,2.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4,2,2,1,2,5,2.0,14.0,12.0,13.0,student-por-dirty.csv
gp,m,16.0,u,GT3,T,4,4,health,other,course,mother,1,1.0,0.0,no,yes,no,yes,yes,yes,yes,no,3,4,4,1,4,5,4.0,12.0,13.0,13.0,student-por-dirty.csv
gp,f,16.0,u,GT3,T,2,2,other,other,home,mother,1,2.0,0.0,no,no,no,no,yes,yes,yes,yes,5,4,4,1,1,5,0.0,12.0,11.0,11.0,student-por-dirty.csv
gp,m,15.0,u,GT3,T,3,4,services,services,home,father,1,1.0,0.0,yes,no,no,no,yes,yes,yes,no,5,5,5,3,2,5,2.0,9.0,9.0,9.0,student-por-dirty.csv
gp,f,15.0,u,LE3,A,3,4,other,other,home,mother,1,2.0,0.0,yes,no,no,yes,yes,yes,yes,yes,5,3,2,1,1,1,0.0,10.0,11.0,11.0,student-por-dirty.csv
gp,f,19.0,u,GT3,T,0,1,at_home,other,course,other,1,2.0,2.0,no,yes,no,no,no,no,no,no,3,4,2,1,1,5,0.0,9.0,10.0,11.0,student-por-dirty.csv
gp,m,16.0,r,GT3,T,4,4,teacher,teacher,course,mother,1,1.0,0.0,no,no,no,yes,yes,yes,yes,no,3,5,5,2,5,4,8.0,14.0,14.0,15.0,student-por-dirty.csv
gp,m,16.0,u,GT3,T,2,3,other,other,course,mother,2,3.0,0.0,no,yes,no,no,no,yes,yes,yes,3,2,3,2,2,1,4.0,13.0,12.0,13.0,student-por-dirty.csv
gp,female,15.0,r,GT3,T,3,4,services,teacher,course,father,2,3.0,0.0,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,2,5,0.0,10.0,11.0,12.0,student-por-dirty.csv
gp,f,18.0,u,GT3,T,2,1,services,other,reputation,mother,1,2.0,3.0,no,yes,no,yes,yes,no,yes,yes,5,4,5,1,3,5,10.0,10.0,9.0,8.0,student-por-dirty.csv
gp,f,17.0,u,LE3,A,2,1,other,other,course,mother,3,1.0,0.0,no,yes,no,no,yes,yes,yes,no,3,2,2,1,2,5,8.0,11.0,10.0,11.0,student-por-dirty.csv
gp,f,15.0,u,GT3,T,1,1,at_home,other,course,mother,3,1.0,0.0,no,yes,no,yes,no,yes,yes,yes,4,3,3,1,2,4,6.0,11.0,12.0,13.0,student-por-dirty.csv
gp,f,17.0,u,LE3,T,2,2,other,other,course,father,1,1.0,0.0,no,yes,no,no,yes,yes,yes,yes,3,4,4,1,3,5,2.0,13.0,12.0,12.0,student-por-dirty.csv
gp,f,16.0,u,GT3,A,3,4,services,other,course,father,1,1.0,0.0,no,no,no,no,yes,yes,nan,no,3,2,1,1,4,5,12.0,15.0,13.0,14.0,student-por-dirty.csv
gp,m,16.0,u,GT3,T,2,1,at_home,other,course,mother,4,1.0,0.0,no,no,no,no,yes,yes,no,no,3,2,1,1,1,2,4.0,9.0,9.0,11.0,student-por-dirty.csv
gp,f,16.0,u,GT3,A,2,2,other,other,home,mother,1,1.0,1.0,no,no,no,no,yes,yes,no,no,5,3,4,1,1,5,12.0,13.0,11.0,11.0,student-por-dirty.csv
gp,m,15.0,nan,GT3,T,3,4,at_home,teacher,course,mother,4,2.0,0.0,no,yes,no,no,yes,yes,no,yes,5,3,3,1,1,5,2.0,12.0,11.0,11.0,student-por-dirty.csv
gabriel pereira,f,15.0,u,GT3,T,4,4,services,at_home,course,mother,1,3.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,5,4.0,13.0,14.0,15.0,student-por-dirty.csv
gp,m,17.0,r,GT3,T,3,4,at_home,other,course,mother,3,2.0,0.0,no,no,no,no,yes,yes,no,no,5,4,5,2,4,5,2.0,10.0,9.0,10.0,student-por-dirty.csv
gp,f,16.0,r,GT3,T,1,1,at_home,other,course,mother,4,2.0,0.0,no,yes,no,no,yes,yes,no,no,5,1,3,1,1,3,0.0,14.0,13.0,13.0,student-por-dirty.csv
gp,m,18.0,u,LE3,T,3,1,services,services,course,mother,2,1.0,0.0,no,no,no,yes,yes,yes,y,yes,3,3,4,4,5,4,2.0,11.0,11.0,12.0,student-por-dirty.csv
gp,f,18.0,u,GT3,A,3,2,other,services,course,other,1,3.0,0.0,no,yes,no,yes,no,yes,yes,yes,4,3,3,5,1,5,10.0,12.0,11.0,11.0,student-por-dirty.csv
gp,f,16.0,r,GT3,T,1,1,other,services,reputation,mother,2,1.0,0.0,no,yes,no,yes,yes,yes,no,yes,3,3,3,1,2,1,8.0,12.0,11.0,11.0,student-por-dirty.csv
gp,f,16.0,urban,GT3,A,3,3,other,other,course,other,2,1.0,0.0,no,yes,no,yes,no,yes,yes,yes,4,3,2,1,1,5,4.0,9.0,9.0,10.0,student-por-dirty.csv
gp,m,16.0,u,LE3,T,1,1,services,other,course,mother,1,2.0,2.0,no,no,no,no,yes,yes,no,yes,4,4,4,1,3,5,0.0,10.0,10.0,10.0,student-por-dirty.csv
gp,f,15.0,u,GT3,T,4,4,teacher,teacher,course,mother,2,1.0,0.0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,1,5,6.0,13.0,14.0,14.0,student-por-dirty.csv
gp,f,15.0,r,GT3,T,1,1,other,other,course,mother,3,1.0,1.0,no,no,no,yes,yes,yes,yes,yes,5,5,5,1,1,1,2.0,8.0,9.0,9.0,student-por-dirty.csv
